si,dong,location,latitude,longitude,지번주소,도로명주소
제주시,오라일동,"33.4977478,126.514475",33.4977478,126.514475,제주특별자치도 제주시 오라일동 1165,제주특별자치도 제주시 서광로2길 33-1
서귀포시,서홍동,"33.2662069,126.554678",33.26620689999999,126.55467800000001,제주특별자치도 서귀포시 서홍동 2565,제주특별자치도 서귀포시 분토왓로 12
서귀포시,안덕면,"33.2755422,126.361575",33.275542200000004,126.361575,제주특별자치도 서귀포시 안덕면 상창리 1292,제주특별자치도 서귀포시 안덕면 한창로 157
제주시,삼도일동,"33.5059361,126.515764",33.50593610000001,126.51576399999999,제주특별자치도 제주시 삼도일동 1230,제주특별자치도 제주시 충효2길 34-1
제주시,오라이동,"33.4876897,126.509247",33.4876897,126.509247,제주특별자치도 제주시 오라이동 3827-6,제주특별자치도 제주시 연사길 99
제주시,애월읍,"33.4668658,126.390312",33.4668658,126.39031200000001,제주특별자치도 제주시 애월읍 수산리 1021-1,제주특별자치도 제주시 애월읍 수산서8길 7
제주시,조천읍,"33.5324659,126.672175",33.5324659,126.672175,제주특별자치도 제주시 조천읍 함덕리 858-1,제주특별자치도 제주시 조천읍 함덕남12길 29
제주시,이도이동,"33.4917211,126.533382",33.4917211,126.533382,제주특별자치도 제주시 이도이동 888,제주특별자치도 제주시 독짓골8길 27
서귀포시,동홍동,"33.2528190,126.571820",33.252819,126.57182,제주특별자치도 서귀포시 동홍동 657-6,제주특별자치도 서귀포시 동홍중앙로 23
서귀포시,도순동,"33.2538223,126.472304",33.2538223,126.47230400000001,제주특별자치도 서귀포시 도순동 990-5,제주특별자치도 서귀포시 일주서로344번길 12-6
제주시,이도이동,"33.4965942,126.549314",33.4965942,126.549314,제주특별자치도 제주시 이도이동 47,제주특별자치도 제주시 신설동길 31-15
제주시,도련2동,"33.5155451,126.586462",33.5155451,126.58646200000001,제주특별자치도 제주시 도련2동 550,제주특별자치도 제주시 화삼로 110
제주시,애월읍,"33.4370532,126.437249",33.4370532,126.437249,제주특별자치도 제주시 애월읍 광령리 667-1,제주특별자치도 제주시 애월읍 광령평화6길 139
서귀포시,월평동,"33.2452209,126.460799",33.2452209,126.460799,제주특별자치도 서귀포시 월평동 452,제주특별자치도 서귀포시 월평로50번길 12
제주시,삼도일동,"33.4987855,126.521560",33.4987855,126.52156000000001,제주특별자치도 제주시 삼도일동 573-5,제주특별자치도 제주시 서사로21길 18-1
제주시,화북일동,"33.5148228,126.574996",33.5148228,126.574996,제주특별자치도 제주시 화북일동 1015-4,제주특별자치도 제주시 화삼로1길 14
제주시,내도동,"33.4923753,126.442116",33.4923753,126.442116,제주특별자치도 제주시 내도동 307-1,제주특별자치도 제주시 대통길 6
서귀포시,동홍동,"33.2676061,126.563063",33.2676061,126.56306299999999,제주특별자치도 서귀포시 동홍동 2181,제주특별자치도 서귀포시 지장샘로182번길 174
제주시,용담이동,"33.5108573,126.510000",33.510857300000005,126.51,제주특별자치도 제주시 용담이동 619,제주특별자치도 제주시 성화로6길 40-3
제주시,연동,"33.4917669,126.481035",33.4917669,126.481035,제주특별자치도 제주시 연동 1952-5,제주특별자치도 제주시 남녕로4길 27
서귀포시,대정읍,"33.2811526,126.248040",33.2811526,126.24803999999999,제주특별자치도 서귀포시 대정읍 무릉리 189-2,제주특별자치도 서귀포시 대정읍 무릉인향로53번길 22
서귀포시,대포동,"33.2443697,126.432514",33.2443697,126.43251399999998,제주특별자치도 서귀포시 대포동 1546-2,제주특별자치도 서귀포시 대포로 60
제주시,연동,"33.4916999,126.485247",33.4916999,126.485247,제주특별자치도 제주시 연동 2335-2,제주특별자치도 제주시 성신로 20
제주시,애월읍,"33.4774842,126.377632",33.4774842,126.377632,제주특별자치도 제주시 애월읍 구엄리 822-1,제주특별자치도 제주시 애월읍 구엄2길 21
제주시,용담이동,"33.5113265,126.506588",33.5113265,126.506588,제주특별자치도 제주시 용담이동 609-68,제주특별자치도 제주시 용화로5길 14
제주시,삼양일동,"33.5222020,126.592460",33.522202,126.59246,제주특별자치도 제주시 삼양일동 1238-2,제주특별자치도 제주시 일주동로 449
제주시,노형동,"33.4884063,126.480545",33.4884063,126.48054499999999,제주특별자치도 제주시 노형동 1276-11,제주특별자치도 제주시 다랑곶길 27
제주시,도두일동,"33.5046563,126.468956",33.5046563,126.468956,제주특별자치도 제주시 도두일동 2612-1,제주특별자치도 제주시 도두3길 32-11
제주시,애월읍,"33.4458431,126.306731",33.445843100000005,126.306731,제주특별자치도 제주시 애월읍 곽지리 2041-1,제주특별자치도 제주시 애월읍 곽봉로 17
제주시,구좌읍,"33.5380938,126.827638",33.538093800000006,126.827638,제주특별자치도 제주시 구좌읍 한동리 1058-1,제주특별자치도 제주시 구좌읍 일주동로 2824-1
제주시,아라일동,"33.4752517,126.535844",33.4752517,126.535844,제주특별자치도 제주시 아라일동 2789-5,제주특별자치도 제주시 대원길 13-9
제주시,삼도일동,"33.5054033,126.518140",33.5054033,126.51813999999999,제주특별자치도 제주시 삼도일동 1230,제주특별자치도 제주시 서사로12길 18
제주시,노형동,"33.4818750,126.467697",33.481875,126.467697,제주특별자치도 제주시 노형동 3766,제주특별자치도 제주시 광평안길 40-9
서귀포시,대정읍,"33.2301661,126.257151",33.230166100000005,126.25715100000001,제주특별자치도 서귀포시 대정읍 상모리 3666,제주특별자치도 서귀포시 대정읍 대한로88번길 119
제주시,화북일동,"33.5191633,126.560384",33.5191633,126.56038400000001,제주특별자치도 제주시 화북일동 3960-3,제주특별자치도 제주시 동제원길 50
제주시,애월읍,"33.4689843,126.347918",33.4689843,126.34791799999999,제주특별자치도 제주시 애월읍 고내리 1365,제주특별자치도 제주시 애월읍 고내로13길 76-20
제주시,해안동,"33.4537414,126.460619",33.4537414,126.460619,제주특별자치도 제주시 해안동 1259-2,제주특별자치도 제주시 해안마을7나길 35
제주시,도남동,"33.4936180,126.526719",33.493618,126.526719,제주특별자치도 제주시 도남동 91-1,제주특별자치도 제주시 도남로8길 19-2
서귀포시,대정읍,"33.2466560,126.281576",33.246656,126.281576,제주특별자치도 서귀포시 대정읍 인성리 728,제주특별자치도 서귀포시 대정읍 인성로4번길 25
제주시,아라일동,"33.4603733,126.547837",33.4603733,126.54783700000002,제주특별자치도 제주시 아라일동 1932,제주특별자치도 제주시 중앙로 716-4
서귀포시,상효동,"33.2787761,126.601216",33.2787761,126.601216,제주특별자치도 서귀포시 상효동 548,제주특별자치도 서귀포시 하신상로 273-7
제주시,연동,"33.4908191,126.491908",33.490819099999996,126.49190800000001,제주특별자치도 제주시 연동 271-15,제주특별자치도 제주시 신대로10길 43
제주시,한림읍,"33.3483631,126.348096",33.3483631,126.348096,제주특별자치도 제주시 한림읍 금악리 산 23,
서귀포시,토평동,"33.2635028,126.586463",33.2635028,126.586463,제주특별자치도 서귀포시 토평동 2299,제주특별자치도 서귀포시 토평남로87번길 21-16
제주시,노형동,"33.4712490,126.466671",33.471249,126.46667099999999,제주특별자치도 제주시 노형동 3338-1,제주특별자치도 제주시 월산남길 37-7
서귀포시,동홍동,"33.2569375,126.570244",33.2569375,126.57024399999999,제주특별자치도 서귀포시 동홍동 657-1,제주특별자치도 서귀포시 동홍남로 20
제주시,삼도일동,"33.5023974,126.523669",33.5023974,126.523669,제주특별자치도 제주시 삼도일동 305-91,제주특별자치도 제주시 홍랑길 26-11
제주시,일도이동,"33.5007597,126.545772",33.5007597,126.545772,제주특별자치도 제주시 일도이동 79-3,제주특별자치도 제주시 태성중1길 10
제주시,일도이동,"33.5103343,126.534675",33.5103343,126.534675,제주특별자치도 제주시 일도이동 1015-5,제주특별자치도 제주시 동문로14길 37-1
제주시,일도이동,"33.4995135,126.547460",33.4995135,126.54746000000002,제주특별자치도 제주시 일도이동 104-10,제주특별자치도 제주시 태성로4길 20-5
제주시,일도이동,"33.5120382,126.533455",33.5120382,126.533455,제주특별자치도 제주시 일도이동 1050-1,제주특별자치도 제주시 동문로14길 17
제주시,연동,"33.4831444,126.487958",33.48314439999999,126.487958,제주특별자치도 제주시 연동 333,제주특별자치도 제주시 연동4길 29
제주시,도평동,"33.4777126,126.449873",33.4777126,126.449873,제주특별자치도 제주시 도평동 895-4,제주특별자치도 제주시 도평길 57
제주시,이도이동,"33.4993440,126.538688",33.499344,126.538688,제주특별자치도 제주시 이도이동 386-1,제주특별자치도 제주시 청귤로 24
제주시,아라일동,"33.4741105,126.542344",33.474110499999995,126.542344,제주특별자치도 제주시 아라일동 6088,제주특별자치도 제주시 아란7길 26
제주시,구좌읍,"33.4936423,126.901236",33.4936423,126.90123600000001,제주특별자치도 제주시 구좌읍 종달리 4982,제주특별자치도 제주시 구좌읍 종달논길 32
서귀포시,호근동,"33.2445384,126.530341",33.244538399999996,126.53034099999999,제주특별자치도 서귀포시 호근동 1566-1,제주특별자치도 서귀포시 속골로 54
서귀포시,안덕면,"33.2937188,126.323928",33.2937188,126.32392800000001,제주특별자치도 서귀포시 안덕면 서광리 703,제주특별자치도 서귀포시 안덕면 서광동로 137-85
서귀포시,성산읍,"33.4496199,126.910753",33.449619899999995,126.910753,제주특별자치도 서귀포시 성산읍 고성리 1135-11,제주특별자치도 서귀포시 성산읍 고성중앙로 79
서귀포시,상예동,"33.2528890,126.389671",33.252889,126.38967099999999,제주특별자치도 서귀포시 상예동 1361,제주특별자치도 서귀포시 상예로 69-5
제주시,화북일동,"33.5246887,126.567978",33.5246887,126.567978,제주특별자치도 제주시 화북일동 1587,제주특별자치도 제주시 벌랑서길 1-8
서귀포시,법환동,"33.2429542,126.512896",33.2429542,126.512896,제주특별자치도 서귀포시 법환동 604,제주특별자치도 서귀포시 법환상로34번길 33
서귀포시,서귀동,"33.2426526,126.564612",33.2426526,126.56461200000001,제주특별자치도 서귀포시 서귀동 713-3,제주특별자치도 서귀포시 부두로 27
제주시,이도일동,"33.5033897,126.532317",33.5033897,126.53231699999999,제주특별자치도 제주시 이도일동 1294,제주특별자치도 제주시 동광로7길 12-15
제주시,도련1동,"33.5083946,126.587517",33.5083946,126.58751699999999,제주특별자치도 제주시 도련1동 2868,제주특별자치도 제주시 도련3길 14-14
서귀포시,성산읍,"33.3725590,126.852363",33.372559,126.85236299999998,제주특별자치도 서귀포시 성산읍 삼달리 446-13,제주특별자치도 서귀포시 성산읍 삼달로163번길 9
서귀포시,남원읍,"33.2672501,126.628222",33.2672501,126.628222,제주특별자치도 서귀포시 남원읍 하례리 508-3,제주특별자치도 서귀포시 남원읍 하례중앙로 59-1
제주시,건입동,"33.5181766,126.534459",33.518176600000004,126.53445900000001,제주특별자치도 제주시 건입동 940-18,제주특별자치도 제주시 임항로 94
제주시,오라삼동,"33.4958921,126.506143",33.495892100000006,126.506143,제주특별자치도 제주시 오라삼동 3827-3,제주특별자치도 제주시 모시길 48-4
제주시,연동,"33.4850071,126.487520",33.4850071,126.48751999999999,제주특별자치도 제주시 연동 253-14,제주특별자치도 제주시 연동4길 12
제주시,아라일동,"33.4722864,126.548181",33.4722864,126.548181,제주특별자치도 제주시 아라일동 6148-1,제주특별자치도 제주시 인다13길 24-1
제주시,일도이동,"33.5095042,126.540943",33.5095042,126.540943,제주특별자치도 제주시 일도이동 328-27,제주특별자치도 제주시 동광로19길 18
제주시,애월읍,"33.4643304,126.319710",33.4643304,126.31971000000001,제주특별자치도 제주시 애월읍 애월리 1595-1,제주특별자치도 제주시 애월읍 애월로 118
서귀포시,대정읍,"33.2878680,126.280891",33.287867999999996,126.280891,제주특별자치도 서귀포시 대정읍 보성리 2411,제주특별자치도 서귀포시 대정읍 에듀시티로 86
제주시,노형동,"33.4802597,126.485912",33.4802597,126.48591200000001,제주특별자치도 제주시 노형동 767,제주특별자치도 제주시 원노형로 93
제주시,애월읍,"33.4710231,126.407145",33.471023100000004,126.407145,제주특별자치도 제주시 애월읍 상귀리 503-1,제주특별자치도 제주시 애월읍 애조로 218-41
제주시,봉개동,"33.4929186,126.597425",33.492918599999996,126.597425,제주특별자치도 제주시 봉개동 1772,제주특별자치도 제주시 봉개북3길 43
제주시,조천읍,"33.5474021,126.650916",33.5474021,126.650916,제주특별자치도 제주시 조천읍 신흥리 514,제주특별자치도 제주시 조천읍 신흥로1길 15
제주시,화북일동,"33.5183317,126.574415",33.5183317,126.57441499999999,제주특별자치도 제주시 화북일동 12-1,제주특별자치도 제주시 동화로1길 10
제주시,조천읍,"33.5378366,126.638494",33.537836600000006,126.638494,제주특별자치도 제주시 조천읍 조천리 3462,제주특별자치도 제주시 조천읍 조천11길 22-2
서귀포시,대정읍,"33.1173364,126.266593",33.1173364,126.266593,제주특별자치도 서귀포시 대정읍 가파리 714,제주특별자치도 서귀포시 대정읍 마라로73번길 10
서귀포시,신효동,"33.2662103,126.610463",33.2662103,126.610463,제주특별자치도 서귀포시 신효동 608,제주특별자치도 서귀포시 효돈로99번길 28
제주시,용담삼동,"33.5147244,126.505024",33.5147244,126.505024,제주특별자치도 제주시 용담삼동 994-5,제주특별자치도 제주시 용마로2길 9-1
제주시,애월읍,"33.4653125,126.336669",33.4653125,126.336669,제주특별자치도 제주시 애월읍 고내리 959-2,제주특별자치도 제주시 애월읍 고내5길 38
제주시,삼양이동,"33.5235231,126.586453",33.523523100000006,126.586453,제주특별자치도 제주시 삼양이동 2184-1,제주특별자치도 제주시 설촌로8길 46
제주시,일도이동,"33.5101161,126.537422",33.510116100000005,126.53742199999999,제주특별자치도 제주시 일도이동 318,제주특별자치도 제주시 신산로9길 40-1
서귀포시,대정읍,"33.2236453,126.259114",33.2236453,126.259114,제주특별자치도 서귀포시 대정읍 상모리 3986-14,제주특별자치도 서귀포시 대정읍 상모로288번길 6-8
제주시,구좌읍,"33.5191863,126.885601",33.5191863,126.885601,제주특별자치도 제주시 구좌읍 하도리 3352,제주특별자치도 제주시 구좌읍 문주란로 33-2
제주시,화북일동,"33.5200405,126.564470",33.5200405,126.56447,제주특별자치도 제주시 화북일동 1964-20,제주특별자치도 제주시 진동로3길 11
서귀포시,안덕면,"33.2581139,126.353839",33.2581139,126.353839,제주특별자치도 서귀포시 안덕면 감산리 346-3,제주특별자치도 서귀포시 안덕면 일주서로 1519
제주시,조천읍,"33.5208397,126.624517",33.520839699999996,126.624517,제주특별자치도 제주시 조천읍 신촌리 4005,제주특별자치도 제주시 조천읍 신촌남8길 120
서귀포시,동홍동,"33.2572340,126.574798",33.257234000000004,126.574798,제주특별자치도 서귀포시 동홍동 657-2,제주특별자치도 서귀포시 동홍동로 25
서귀포시,도순동,"33.2505663,126.474894",33.2505663,126.47489399999999,제주특별자치도 서귀포시 도순동 851-2,제주특별자치도 서귀포시 도순남로29번길 9
서귀포시,대정읍,"33.2262754,126.246130",33.2262754,126.24613000000001,제주특별자치도 서귀포시 대정읍 동일리 2989-4,제주특별자치도 서귀포시 대정읍 동일하모로 137
서귀포시,대정읍,"33.2791520,126.184911",33.279152,126.18491100000001,제주특별자치도 서귀포시 대정읍 신도리 3138,제주특별자치도 서귀포시 대정읍 도원로 157-11
제주시,화북일동,"33.5225518,126.566541",33.522551799999995,126.56654099999999,제주특별자치도 제주시 화북일동 1946,제주특별자치도 제주시 진남로8길 42
제주시,노형동,"33.4851501,126.483867",33.4851501,126.48386699999999,제주특별자치도 제주시 노형동 951,제주특별자치도 제주시 원노형6길 11-13
제주시,노형동,"33.4889316,126.473414",33.4889316,126.47341399999999,제주특별자치도 제주시 노형동 2582-2,제주특별자치도 제주시 정존11길 54
제주시,애월읍,"33.4493339,126.388752",33.4493339,126.388752,제주특별자치도 제주시 애월읍 장전리 466,제주특별자치도 제주시 애월읍 장전남2길 34-5
제주시,애월읍,"33.4742432,126.367172",33.4742432,126.367172,제주특별자치도 제주시 애월읍 신엄리 3208,제주특별자치도 제주시 애월읍 신엄9길 32
제주시,용담이동,"33.5133299,126.512129",33.5133299,126.512129,제주특별자치도 제주시 용담이동 475-5,제주특별자치도 제주시 용담로11길 13
제주시,한림읍,"33.3611637,126.272122",33.3611637,126.272122,제주특별자치도 제주시 한림읍 상명리 922-5,제주특별자치도 제주시 한림읍 상한로 47
서귀포시,표선면,"33.3530288,126.771709",33.3530288,126.771709,제주특별자치도 서귀포시 표선면 가시리 3805,제주특별자치도 서귀포시 표선면 가시로565번길 21
제주시,용담이동,"33.5033580,126.508087",33.503358,126.50808700000002,제주특별자치도 제주시 용담이동 2718-37,제주특별자치도 제주시 용원길 23
제주시,조천읍,"33.4497002,126.654366",33.449700199999995,126.654366,제주특별자치도 제주시 조천읍 교래리 산 119,
제주시,구좌읍,"33.5558171,126.749536",33.555817100000006,126.749536,제주특별자치도 제주시 구좌읍 김녕리 2121,제주특별자치도 제주시 구좌읍 김녕로11길 17
제주시,영평동,"33.4811048,126.566039",33.481104800000004,126.56603899999999,제주특별자치도 제주시 영평동 1653,제주특별자치도 제주시 영평서길 76
서귀포시,서홍동,"33.2580808,126.557037",33.2580808,126.55703700000001,제주특별자치도 서귀포시 서홍동 342-8,제주특별자치도 서귀포시 홍중로 62-4
제주시,일도이동,"33.5059756,126.536467",33.5059756,126.53646699999999,제주특별자치도 제주시 일도이동 340-21,제주특별자치도 제주시 동광로13길 14-4
서귀포시,남원읍,"33.3120715,126.692326",33.3120715,126.692326,제주특별자치도 서귀포시 남원읍 한남리 756-1,제주특별자치도 서귀포시 남원읍 중산간동로 6416
제주시,이도이동,"33.4965215,126.541784",33.4965215,126.541784,제주특별자치도 제주시 이도이동 438,제주특별자치도 제주시 이도공원길 14
제주시,건입동,"33.5151693,126.533344",33.515169300000004,126.533344,제주특별자치도 제주시 건입동 998-20,제주특별자치도 제주시 연무정길 54-1
제주시,구좌읍,"33.5478878,126.742696",33.547887800000005,126.742696,제주특별자치도 제주시 구좌읍 김녕리 2592,제주특별자치도 제주시 구좌읍 김녕남2길 36
서귀포시,대정읍,"33.2537164,126.275059",33.2537164,126.27505900000001,제주특별자치도 서귀포시 대정읍 보성리 1176-1,제주특별자치도 서귀포시 대정읍 보성구억로 34
제주시,삼도이동,"33.5121801,126.522354",33.5121801,126.522354,제주특별자치도 제주시 삼도이동 108-28,제주특별자치도 제주시 중앙로12길 21
서귀포시,안덕면,"33.2532208,126.329693",33.2532208,126.32969299999999,제주특별자치도 서귀포시 안덕면 화순리 1202-1,제주특별자치도 서귀포시 안덕면 화순서서로 20
서귀포시,남원읍,"33.2724155,126.638184",33.2724155,126.63818400000001,제주특별자치도 서귀포시 남원읍 신례리 377-3,제주특별자치도 서귀포시 남원읍 신례로 69-25
제주시,노형동,"33.4807382,126.475703",33.4807382,126.475703,제주특별자치도 제주시 노형동 3804-8,제주특별자치도 제주시 노형1길 19
제주시,일도이동,"33.5081770,126.543879",33.508177,126.543879,제주특별자치도 제주시 일도이동 397,제주특별자치도 제주시 천수로15길 17-1
제주시,연동,"33.4847577,126.493695",33.484757699999996,126.493695,제주특별자치도 제주시 연동 294,제주특별자치도 제주시 신대로18길 26
서귀포시,대정읍,"33.2246959,126.250718",33.2246959,126.25071799999999,제주특별자치도 서귀포시 대정읍 하모리 1484-2,제주특별자치도 서귀포시 대정읍 하모중앙로38번길 17
제주시,일도이동,"33.5112684,126.539836",33.5112684,126.53983600000001,제주특별자치도 제주시 일도이동 322-31,제주특별자치도 제주시 고마로7길 10
제주시,용담일동,"33.5011808,126.514328",33.5011808,126.514328,제주특별자치도 제주시 용담일동 2830-3,제주특별자치도 제주시 서광로5길 12
서귀포시,하효동,"33.2637469,126.616060",33.2637469,126.61606,제주특별자치도 서귀포시 하효동 1460,제주특별자치도 서귀포시 효돈로 164-2
서귀포시,성산읍,"33.4743451,126.900903",33.4743451,126.900903,제주특별자치도 서귀포시 성산읍 시흥리 845,제주특별자치도 서귀포시 성산읍 일주동로 3935
제주시,용담이동,"33.5012322,126.502086",33.5012322,126.502086,제주특별자치도 제주시 용담이동 699-2,제주특별자치도 제주시 월성로4길 30-1
서귀포시,강정동,"33.2663550,126.494087",33.266355,126.49408700000001,제주특별자치도 서귀포시 강정동 1845,제주특별자치도 서귀포시 월산로 55
제주시,이도이동,"33.5035655,126.538640",33.5035655,126.53863999999999,제주특별자치도 제주시 이도이동 329,제주특별자치도 제주시 가령골2길 19
서귀포시,안덕면,"33.2903522,126.302941",33.2903522,126.30294099999999,제주특별자치도 서귀포시 안덕면 서광리 1416,제주특별자치도 서귀포시 안덕면 녹차분재로 44-7
서귀포시,안덕면,"33.2656690,126.368604",33.265669,126.368604,제주특별자치도 서귀포시 안덕면 창천리 93-2,제주특별자치도 서귀포시 안덕면 창천중앙로 31
제주시,이도이동,"33.4918649,126.539828",33.491864899999996,126.539828,제주특별자치도 제주시 이도이동 2062,제주특별자치도 제주시 남광로4길 17
제주시,애월읍,"33.4520509,126.349837",33.452050899999996,126.34983700000001,제주특별자치도 제주시 애월읍 상가리 1139,제주특별자치도 제주시 애월읍 고하상로 160
제주시,용담이동,"33.5118939,126.504266",33.511893900000004,126.50426599999999,제주특별자치도 제주시 용담이동 926-2,제주특별자치도 제주시 성화로5길 13-6
제주시,연동,"33.4952261,126.494798",33.4952261,126.494798,제주특별자치도 제주시 연동 1934-5,제주특별자치도 제주시 명주길 26-4
서귀포시,남원읍,"33.3300867,126.711631",33.330086699999995,126.71163100000001,제주특별자치도 서귀포시 남원읍 수망리 351,제주특별자치도 서귀포시 남원읍 남조로 593-5
제주시,오등동,"33.4707695,126.524195",33.4707695,126.52419499999999,제주특별자치도 제주시 오등동 1352-6,제주특별자치도 제주시 오등8길 24
서귀포시,남원읍,"33.3102197,126.716453",33.3102197,126.716453,제주특별자치도 서귀포시 남원읍 의귀리 803,제주특별자치도 서귀포시 남원읍 의귀로 103
제주시,노형동,"33.4760016,126.476775",33.476001600000004,126.476775,제주특별자치도 제주시 노형동 1583,제주특별자치도 제주시 한라대학로 66
제주시,애월읍,"33.4329094,126.426039",33.4329094,126.42603899999999,제주특별자치도 제주시 애월읍 고성리 92,제주특별자치도 제주시 애월읍 고성남4길 16
제주시,아라일동,"33.4758597,126.549517",33.4758597,126.549517,제주특별자치도 제주시 아라일동 6117-13,제주특별자치도 제주시 인다2길 22
제주시,조천읍,"33.5085587,126.701717",33.5085587,126.70171699999999,제주특별자치도 제주시 조천읍 선흘리 4199,제주특별자치도 제주시 조천읍 선흘남3길 5-1
제주시,연동,"33.4924407,126.488569",33.4924407,126.488569,제주특별자치도 제주시 연동 2335-4,제주특별자치도 제주시 도령로13길 10
제주시,연동,"33.4916922,126.498861",33.4916922,126.498861,제주특별자치도 제주시 연동 311-33,제주특별자치도 제주시 신대로7길 20
제주시,애월읍,"33.4363039,126.331809",33.4363039,126.331809,제주특별자치도 제주시 애월읍 납읍리 1482,제주특별자치도 제주시 애월읍 납읍로6길 27
서귀포시,토평동,"33.2807600,126.578577",33.28076,126.578577,제주특별자치도 서귀포시 토평동 3245,제주특별자치도 서귀포시 토평서로44번길 62
제주시,일도이동,"33.5056200,126.543063",33.50562,126.54306299999999,제주특별자치도 제주시 일도이동 406,제주특별자치도 제주시 고마로19길 19
서귀포시,보목동,"33.2422928,126.600205",33.2422928,126.600205,제주특별자치도 서귀포시 보목동 1637,제주특별자치도 서귀포시 보목중로 4-15
제주시,한림읍,"33.3856532,126.272674",33.3856532,126.272674,제주특별자치도 제주시 한림읍 명월리 898-1,제주특별자치도 제주시 한림읍 명월로1길 61
제주시,노형동,"33.4497764,126.484159",33.4497764,126.484159,제주특별자치도 제주시 노형동 289-37,제주특별자치도 제주시 주르레길 25
제주시,애월읍,"33.4798269,126.404644",33.4798269,126.40464399999999,제주특별자치도 제주시 애월읍 하귀2리 1264,제주특별자치도 제주시 애월읍 하귀로21길 15
서귀포시,법환동,"33.2532689,126.508985",33.2532689,126.50898500000001,제주특별자치도 서귀포시 법환동 754,제주특별자치도 서귀포시 신서로48번길 39
서귀포시,동홍동,"33.2632745,126.570539",33.2632745,126.570539,제주특별자치도 서귀포시 동홍동 1230-1,제주특별자치도 서귀포시 동홍로162번길 30
제주시,이도일동,"33.5024458,126.529537",33.5024458,126.529537,제주특별자치도 제주시 이도일동 1294,제주특별자치도 제주시 동광로1길 18
제주시,연동,"33.4775605,126.489080",33.477560499999996,126.48908,제주특별자치도 제주시 연동 1547,제주특별자치도 제주시 연화로2길 17
제주시,화북일동,"33.5201862,126.567191",33.5201862,126.567191,제주특별자치도 제주시 화북일동 1995-5,제주특별자치도 제주시 진남로8길 13
제주시,외도일동,"33.4914464,126.434563",33.4914464,126.43456299999998,제주특별자치도 제주시 외도일동 364-1,제주특별자치도 제주시 조공포길 7
제주시,이도이동,"33.4988699,126.528277",33.498869899999995,126.528277,제주특별자치도 제주시 이도이동 1769-5,제주특별자치도 제주시 광양10길 16-1
서귀포시,서귀동,"33.2490778,126.559684",33.2490778,126.559684,제주특별자치도 서귀포시 서귀동 341,제주특별자치도 서귀포시 서문로41번길 18
서귀포시,중문동,"33.2541102,126.427380",33.2541102,126.42738,제주특별자치도 서귀포시 중문동 1681,제주특별자치도 서귀포시 중문상로 64-5
제주시,삼양일동,"33.5266052,126.590563",33.5266052,126.59056299999999,제주특별자치도 제주시 삼양일동 1676-1,제주특별자치도 제주시 선사로4길 51
제주시,연동,"33.4828309,126.498936",33.4828309,126.49893600000001,제주특별자치도 제주시 연동 336,제주특별자치도 제주시 선덕로4길 31-3
제주시,한림읍,"33.3514458,126.252785",33.3514458,126.252785,제주특별자치도 제주시 한림읍 금능리 310,제주특별자치도 제주시 한림읍 금능남로 456-5
제주시,애월읍,"33.4146189,126.410270",33.4146189,126.41027,제주특별자치도 제주시 애월읍 유수암리 160,제주특별자치도 제주시 애월읍 유수암평화2길 71-67
제주시,애월읍,"33.4607098,126.412953",33.4607098,126.412953,제주특별자치도 제주시 애월읍 고성리 1556,제주특별자치도 제주시 애월읍 고성1길 21-20
제주시,일도이동,"33.5019902,126.550261",33.5019902,126.550261,제주특별자치도 제주시 일도이동 113-3,제주특별자치도 제주시 태성로 31
제주시,구좌읍,"33.5192916,126.866793",33.5192916,126.86679299999999,제주특별자치도 제주시 구좌읍 상도리 산 2-17,제주특별자치도 제주시 구좌읍 일주동로 3267-9
제주시,삼양삼동,"33.5254696,126.576279",33.5254696,126.576279,제주특별자치도 제주시 삼양삼동 2587-8,제주특별자치도 제주시 벌랑길 47-1
제주시,연동,"33.4867191,126.493593",33.4867191,126.49359299999999,제주특별자치도 제주시 연동 293,제주특별자치도 제주시 신대로16길 27
제주시,한림읍,"33.4217027,126.294906",33.4217027,126.29490600000001,제주특별자치도 제주시 한림읍 귀덕리 2060-5,제주특별자치도 제주시 한림읍 귀덕남5길 100
서귀포시,표선면,"33.3177642,126.775485",33.3177642,126.775485,제주특별자치도 서귀포시 표선면 토산리 2057,제주특별자치도 서귀포시 표선면 토산중앙로 138-7
서귀포시,남원읍,"33.2907586,126.660394",33.290758600000004,126.660394,제주특별자치도 서귀포시 남원읍 위미리 2513-3,제주특별자치도 서귀포시 남원읍 자배오름로139번길 162
제주시,한경면,"33.3348818,126.228987",33.334881800000005,126.22898700000002,제주특별자치도 제주시 한경면 조수리 289,제주특별자치도 제주시 한경면 조수2길 10
서귀포시,표선면,"33.3318056,126.818391",33.3318056,126.81839099999999,제주특별자치도 서귀포시 표선면 표선리 2954,제주특별자치도 서귀포시 표선면 가시로 50
제주시,연동,"33.4919424,126.500942",33.4919424,126.500942,제주특별자치도 제주시 연동 320,제주특별자치도 제주시 신대로7길 39-1
제주시,한경면,"33.2994555,126.228974",33.2994555,126.228974,제주특별자치도 제주시 한경면 낙천리 2400,제주특별자치도 제주시 한경면 불그못로 191
제주시,일도일동,"33.5151640,126.525833",33.515164,126.525833,제주특별자치도 제주시 일도일동 1299-1,제주특별자치도 제주시 중앙로5길 12
