si,dong,location,latitude,longitude,지번주소,도로명주소
서귀포시,법환동,"33.24848,126.5123",33.24848,126.5123,제주특별자치도 서귀포시 법환동 1661,제주특별자치도 서귀포시 일주동로 9181
서귀포시,상효동,"33.28763,126.59334",33.28763,126.59334,제주특별자치도 서귀포시 상효동 1351-1,제주특별자치도 서귀포시 516로 415-5
서귀포시,상효동,"33.29008,126.59386",33.290079999999996,126.59386,제주특별자치도 서귀포시 상효동 1344-1,제주특별자치도 서귀포시 516로 435
서귀포시,상효동,"33.29186,126.59449",33.29186,126.59449,제주특별자치도 서귀포시 상효동 1290-1,제주특별자치도 서귀포시 516로 457
서귀포시,상효동,"33.29515,126.59487",33.29515,126.59487,제주특별자치도 서귀포시 상효동 1262-3,제주특별자치도 서귀포시 516로 498
서귀포시,동홍동,"33.25613,126.57752",33.25613,126.57751999999999,제주특별자치도 서귀포시 동홍동 657-4,제주특별자치도 서귀포시 516로 11
서귀포시,토평동,"33.2589,126.57973",33.2589,126.57973,제주특별자치도 서귀포시 토평동 978-4,제주특별자치도 서귀포시 516로 49
서귀포시,토평동,"33.26618,126.5852",33.26618,126.5852,제주특별자치도 서귀포시 토평동 2265-6,제주특별자치도 서귀포시 516로 147
서귀포시,토평동,"33.28068,126.58827",33.28068,126.58827,제주특별자치도 서귀포시 토평동 3245,제주특별자치도 서귀포시 토평로 167
서귀포시,토평동,"33.273270000000004,126.58965",33.273270000000004,126.58965,제주특별자치도 서귀포시 토평동 3245,제주특별자치도 서귀포시 토평로 80
서귀포시,토평동,"33.27053,126.58975",33.27053,126.58975,제주특별자치도 서귀포시 토평동 3245-1,제주특별자치도 서귀포시 토평로 50
서귀포시,토평동,"33.26888,126.58713",33.268879999999996,126.58713,제주특별자치도 서귀포시 토평동 2202-1,제주특별자치도 서귀포시 토평로 17
서귀포시,서귀동,"33.25043,126.56505",33.25043,126.56505,제주특별자치도 서귀포시 서귀동 335,제주특별자치도 서귀포시 동문로 41
서귀포시,서귀동,"33.25116,126.55937",33.25116,126.55937,제주특별자치도 서귀포시 서귀동 305-24,제주특별자치도 서귀포시 서문로 20
서귀포시,서귀동,"33.24918,126.5671",33.249179999999996,126.5671,제주특별자치도 서귀포시 서귀동 335,제주특별자치도 서귀포시 동문로 63
서귀포시,서귀동,"33.2496,126.558",33.2496,126.55799999999999,제주특별자치도 서귀포시 서귀동 326-8,제주특별자치도 서귀포시 서문로 40
서귀포시,서호동,"33.24725,126.52281",33.24725,126.52281,제주특별자치도 서귀포시 서호동 968-1,제주특별자치도 서귀포시 일주동로 9079
서귀포시,토평동,"33.28412,126.59041",33.28412,126.59041,제주특별자치도 서귀포시 토평동 1761-2,제주특별자치도 서귀포시 516로 360
서귀포시,토평동,"33.25427,126.57672",33.25427,126.57672,제주특별자치도 서귀포시 토평동 824-1,제주특별자치도 서귀포시 일주동로 8533
서귀포시,상효동,"33.31595,126.59673",33.31595,126.59673000000001,제주특별자치도 서귀포시 상효동 산 108-4,제주특별자치도 서귀포시 516로 767
서귀포시,호근동,"33.24438,126.53168",33.24438,126.53168000000001,제주특별자치도 서귀포시 호근동 1561,제주특별자치도 서귀포시 태평로 79
서귀포시,서홍동,"33.2477,126.5526",33.2477,126.5526,제주특별자치도 서귀포시 서홍동 558-1,제주특별자치도 서귀포시 태평로 288
서귀포시,호근동,"33.24483,126.53777",33.24483,126.53777,제주특별자치도 서귀포시 호근동 433-3,제주특별자치도 서귀포시 호근남로 183
서귀포시,서호동,"33.24657,126.52415",33.24657,126.52415,제주특별자치도 서귀포시 서호동 24-2,제주특별자치도 서귀포시 태평로 4
서귀포시,법환동,"33.24752,126.51857",33.24752,126.51857,제주특별자치도 서귀포시 법환동 15-2,제주특별자치도 서귀포시 일주동로 9123
서귀포시,법환동,"33.24848,126.51118999999998",33.24848,126.51118999999998,제주특별자치도 서귀포시 법환동 816-9,제주특별자치도 서귀포시 일주동로 9185
서귀포시,상효동,"33.28753,126.59368",33.28753,126.59368,제주특별자치도 서귀포시 상효동 1351-6,제주특별자치도 서귀포시 516로 408
서귀포시,상효동,"33.29065,126.59457",33.29065,126.59456999999999,제주특별자치도 서귀포시 상효동 1296-4,제주특별자치도 서귀포시 516로 444
서귀포시,상효동,"33.29282,126.59475",33.29282,126.59475,제주특별자치도 서귀포시 상효동 1300-3,제주특별자치도 서귀포시 516로 466
서귀포시,토평동,"33.28135,126.58845",33.28135,126.58845,제주특별자치도 서귀포시 토평동 1701-4,제주특별자치도 서귀포시 토평로 172
서귀포시,토평동,"33.27942,126.58863999999998",33.27942,126.58863999999998,제주특별자치도 서귀포시 토평동 1707-3,제주특별자치도 서귀포시 토평로 143-21
서귀포시,토평동,"33.27391,126.58979",33.27391,126.58979,제주특별자치도 서귀포시 토평동 3245,제주특별자치도 서귀포시 토평로 88
서귀포시,토평동,"33.27192,126.5898",33.27192,126.5898,제주특별자치도 서귀포시 토평동 3245,제주특별자치도 서귀포시 토평로 70
서귀포시,토평동,"33.2688,126.58733",33.2688,126.58733000000001,제주특별자치도 서귀포시 토평동 3245,제주특별자치도 서귀포시 토평로 20
서귀포시,서귀동,"33.25088,126.56405",33.25088,126.56405,제주특별자치도 서귀포시 서귀동 279-16,제주특별자치도 서귀포시 동문로 30
서귀포시,서귀동,"33.2495,126.55807",33.2495,126.55807,제주특별자치도 서귀포시 서귀동 337,제주특별자치도 서귀포시 서문로41번길 1
서귀포시,서귀동,"33.25108,126.55955",33.25108,126.55955,제주특별자치도 서귀포시 서귀동 337,제주특별자치도 서귀포시 서문로 15
서귀포시,토평동,"33.28351,126.5903",33.28351,126.5903,제주특별자치도 서귀포시 토평동 1716-1,제주특별자치도 서귀포시 516로 351
서귀포시,법환동,"33.24794,126.51469",33.24794,126.51468999999999,제주특별자치도 서귀포시 법환동 1665-7,제주특별자치도 서귀포시 일주동로 9157
서귀포시,남원읍,"33.31636,126.59728",33.316359999999996,126.59728,제주특별자치도 서귀포시 남원읍 하례리 산 144,제주특별자치도 서귀포시 516로 767
서귀포시,남원읍,"33.328109999999995,126.60586",33.328109999999995,126.60586,제주특별자치도 서귀포시 남원읍 하례리 산 30,제주특별자치도 서귀포시 남원읍 516로 1032
서귀포시,서귀동,"33.24909,126.56706",33.24909,126.56706000000001,제주특별자치도 서귀포시 서귀동 256-39,제주특별자치도 서귀포시 동문로 66
서귀포시,서귀동,"33.25217,126.56052",33.25217,126.56052,제주특별자치도 서귀포시 서귀동 337,제주특별자치도 서귀포시 서문로 3
제주시,해안동,"33.46276,126.45115",33.462759999999996,126.45115,제주특별자치도 제주시 해안동 2350-4,제주특별자치도 제주시 노형로 39
제주시,애월읍,"33.40061,126.37917",33.40061,126.37917,제주특별자치도 제주시 애월읍 상가리 4-4,제주특별자치도 제주시 애월읍 평화로 1977
제주시,애월읍,"33.40645,126.3862",33.40645,126.3862,제주특별자치도 제주시 애월읍 소길리 산 195-12,제주특별자치도 제주시 애월읍 장소로 529-1
제주시,애월읍,"33.42299000000001,126.40795",33.42299000000001,126.40795,제주특별자치도 제주시 애월읍 유수암리 1028-3,제주특별자치도 제주시 애월읍 유수암평화5길 8
제주시,용담이동,"33.500029999999995,126.50465",33.500029999999995,126.50465,제주특별자치도 제주시 용담이동 2756-5,제주특별자치도 제주시 서광로 75
제주시,애월읍,"33.42781,126.41093",33.42781,126.41093000000001,제주특별자치도 제주시 애월읍 유수암리 355-3,제주특별자치도 제주시 애월읍 유수암평화길 183
서귀포시,안덕면,"33.33735,126.35543",33.33735,126.35543,제주특별자치도 서귀포시 안덕면 광평리 349,제주특별자치도 서귀포시 안덕면 평화로 1228
서귀포시,상예동,"33.26432,126.39088999999998",33.26432,126.39088999999998,제주특별자치도 서귀포시 상예동 4999,제주특별자치도 서귀포시 일주서로 1147
서귀포시,도순동,"33.25263,126.4733",33.252629999999996,126.4733,제주특별자치도 서귀포시 도순동 1372,제주특별자치도 서귀포시 도순남로 10-6
서귀포시,도순동,"33.25271,126.47048",33.25271,126.47048000000001,제주특별자치도 서귀포시 도순동 759-4,제주특별자치도 서귀포시 일주서로 357
서귀포시,상예동,"33.26417,126.37717",33.26417,126.37716999999999,제주특별자치도 서귀포시 상예동 4999,제주특별자치도 서귀포시 일주서로 1271-4
서귀포시,월평동,"33.25367,126.46167",33.25367,126.46167,제주특별자치도 서귀포시 월평동 232-4,제주특별자치도 서귀포시 일주서로 441
서귀포시,대포동,"33.252759999999995,126.44858",33.252759999999995,126.44858,제주특별자치도 서귀포시 대포동 534-2,제주특별자치도 서귀포시 일주서로 566
서귀포시,강정동,"33.24978,126.50628",33.24978,126.50628,제주특별자치도 서귀포시 강정동 248-3,제주특별자치도 서귀포시 일주서로 11
서귀포시,강정동,"33.2499,126.49478",33.2499,126.49478,제주특별자치도 서귀포시 강정동 2144-5,제주특별자치도 서귀포시 일주서로 133-1
서귀포시,강정동,"33.25025,126.48346",33.25025,126.48346000000001,제주특별자치도 서귀포시 강정동 4024-4,제주특별자치도 서귀포시 일주서로 230
서귀포시,호근동,"33.2447,126.54354",33.2447,126.54354,제주특별자치도 서귀포시 호근동 310-4,제주특별자치도 서귀포시 태평로 200
서귀포시,중문동,"33.25353,126.41953",33.25353,126.41953000000001,제주특별자치도 서귀포시 중문동 2232,제주특별자치도 서귀포시 천제연로 135
서귀포시,중문동,"33.25155,126.4269",33.25155,126.4269,제주특별자치도 서귀포시 중문동 2774,제주특별자치도 서귀포시 천제연로 210
서귀포시,중문동,"33.25135,126.42988",33.25135,126.42988000000001,제주특별자치도 서귀포시 중문동 2774,제주특별자치도 서귀포시 천제연로 238
서귀포시,중문동,"33.25103,126.43435",33.25103,126.43435,제주특별자치도 서귀포시 중문동 2774,제주특별자치도 서귀포시 천제연로 278
서귀포시,대포동,"33.25147,126.43851",33.25147,126.43851000000001,제주특별자치도 서귀포시 대포동 2606-20,제주특별자치도 서귀포시 천제연로 316
서귀포시,안덕면,"33.2839,126.35415",33.2839,126.35415,제주특별자치도 서귀포시 안덕면 상창리 2885,제주특별자치도 서귀포시 안덕면 한창로 266
서귀포시,안덕면,"33.2919,126.3512",33.2919,126.3512,제주특별자치도 서귀포시 안덕면 상창리 2014,제주특별자치도 서귀포시 안덕면 한창로 368
서귀포시,안덕면,"33.3186,126.34651",33.3186,126.34651000000001,제주특별자치도 서귀포시 안덕면 동광리 386,제주특별자치도 서귀포시 안덕면 동광로 257
제주시,애월읍,"33.45006,126.43747",33.45006,126.43746999999999,제주특별자치도 제주시 애월읍 광령리 959,제주특별자치도 제주시 애월읍 평화로 2751
서귀포시,상예동,"33.26403,126.38182",33.26403,126.38181999999999,제주특별자치도 서귀포시 상예동 4999,제주특별자치도 서귀포시 일주서로 1229
서귀포시,서귀동,"33.25203,126.56024",33.25203,126.56024,제주특별자치도 서귀포시 서귀동 300-11,제주특별자치도 서귀포시 서문로 5
제주시,오라삼동,"33.50013,126.507",33.50013,126.507,제주특별자치도 제주시 오라삼동 2341-8,제주특별자치도 제주시 서광로 98
제주시,애월읍,"33.39925,126.37917",33.39925,126.37917,제주특별자치도 제주시 애월읍 상가리 10-3,제주특별자치도 제주시 애월읍 상가목장길 12
제주시,애월읍,"33.40595,126.38644",33.40595,126.38644,제주특별자치도 제주시 애월읍 소길리 산 210-6,제주특별자치도 제주시 애월읍 장소로 529-4
제주시,애월읍,"33.3889,126.37368",33.3889,126.37368000000001,제주특별자치도 제주시 애월읍 어음리 산 3-4,제주특별자치도 제주시 애월읍 산록서로 18
제주시,애월읍,"33.443290000000005,126.43186",33.443290000000005,126.43186000000001,제주특별자치도 제주시 애월읍 광령리 2675-2,제주특별자치도 제주시 애월읍 평화로 2666
서귀포시,상예동,"33.264540000000004,126.3909",33.264540000000004,126.3909,제주특별자치도 서귀포시 상예동 4999,제주특별자치도 서귀포시 일주서로 1144
서귀포시,도순동,"33.25275,126.47478",33.25275,126.47478000000001,제주특별자치도 서귀포시 도순동 1372,제주특별자치도 서귀포시 일주서로 320
서귀포시,상예동,"33.2644,126.3772",33.2644,126.3772,제주특별자치도 서귀포시 상예동 4999,제주특별자치도 서귀포시 일주서로 1271-4
서귀포시,하원동,"33.25334,126.46391",33.25334,126.46391000000001,제주특별자치도 서귀포시 하원동 1878,제주특별자치도 서귀포시 지세못로 6
서귀포시,하원동,"33.25413,126.4606",33.254129999999996,126.4606,제주특별자치도 서귀포시 하원동 1878,제주특별자치도 서귀포시 일주서로 452
서귀포시,강정동,"33.25011,126.5048",33.25011,126.5048,제주특별자치도 서귀포시 강정동 186-4,제주특별자치도 서귀포시 일주서로 27
서귀포시,강정동,"33.25022,126.50113",33.25022,126.50113,제주특별자치도 서귀포시 강정동 5630-1,제주특별자치도 서귀포시 대청로 12
서귀포시,강정동,"33.25012,126.49405",33.25012,126.49405,제주특별자치도 서귀포시 강정동 2093-4,제주특별자치도 서귀포시 일주서로 133
서귀포시,강정동,"33.25065,126.48838",33.25065,126.48838,제주특별자치도 서귀포시 강정동 5630-10,제주특별자치도 서귀포시 일주서로 184
서귀포시,강정동,"33.25045,126.48251",33.25045,126.48251,제주특별자치도 서귀포시 강정동 4044-1,제주특별자치도 서귀포시 일주서로 236
서귀포시,중문동,"33.25163,126.42746",33.25163,126.42746000000001,제주특별자치도 서귀포시 중문동 2774,제주특별자치도 서귀포시 천제연로 213
서귀포시,중문동,"33.25147,126.42982",33.25147,126.42981999999999,제주특별자치도 서귀포시 중문동 1905-2,제주특별자치도 서귀포시 천제연로 236-1
서귀포시,중문동,"33.25114,126.43425",33.25114,126.43425,제주특별자치도 서귀포시 중문동 1880-2,제주특별자치도 서귀포시 천제연로 275
서귀포시,안덕면,"33.28403,126.35422",33.28403,126.35422,제주특별자치도 서귀포시 안덕면 상창리 2885,제주특별자치도 서귀포시 안덕면 한창로 266
서귀포시,중문동,"33.25395,126.41898",33.25395,126.41898,제주특별자치도 서귀포시 중문동 1489-15,제주특별자치도 서귀포시 천제연로 129
서귀포시,안덕면,"33.29178,126.35151",33.291779999999996,126.35151,제주특별자치도 서귀포시 안덕면 상창리 2014-1,제주특별자치도 서귀포시 안덕면 한창로 368
제주시,연동,"33.49158,126.48935",33.49158,126.48935,제주특별자치도 제주시 연동 2050-2,제주특별자치도 제주시 도령로 111
제주시,애월읍,"33.45805,126.41264",33.45805,126.41264,제주특별자치도 제주시 애월읍 고성리 1241-9,제주특별자치도 제주시 애월읍 광성로 47
제주시,애월읍,"33.45893,126.42388",33.45893,126.42388000000001,제주특별자치도 제주시 애월읍 광령리 3945-13,제주특별자치도 제주시 애월읍 광성로 149
제주시,애월읍,"33.4607,126.43644",33.4607,126.43643999999999,제주특별자치도 제주시 애월읍 광령리 1345-1,제주특별자치도 제주시 애월읍 광성로 277
제주시,애월읍,"33.46099,126.43976",33.46099,126.43976,제주특별자치도 제주시 애월읍 광령리 1321-3,제주특별자치도 제주시 애월읍 광성로 305
제주시,애월읍,"33.46083,126.44484",33.46083,126.44483999999999,제주특별자치도 제주시 애월읍 광령리 30-3,제주특별자치도 제주시 애월읍 중산간서로 6708
제주시,한림읍,"33.4098,126.26569",33.4098,126.26568999999999,제주특별자치도 제주시 한림읍 동명리 1591-4,제주특별자치도 제주시 한림읍 한림중앙로 56
제주시,한림읍,"33.41875,126.26873",33.41875,126.26873,제주특별자치도 제주시 한림읍 대림리 1853-5,제주특별자치도 제주시 한림읍 한수풀로 55
제주시,한림읍,"33.42051,126.27277",33.42051,126.27277,제주특별자치도 제주시 한림읍 대림리 1718,제주특별자치도 제주시 한림읍 한수풀로 96
제주시,한림읍,"33.4208,126.27358999999998",33.4208,126.27358999999998,제주특별자치도 제주시 한림읍 대림리 1716-1,제주특별자치도 제주시 한림읍 대림8길 64
제주시,한림읍,"33.42216,126.27776",33.42216,126.27776000000001,제주특별자치도 제주시 한림읍 대림리 444-2,제주특별자치도 제주시 한림읍 일주서로 5549
제주시,한림읍,"33.42218,126.28336000000002",33.42218,126.28336000000002,제주특별자치도 제주시 한림읍 대림리 752-2,제주특별자치도 제주시 한림읍 대림로 55-1
제주시,한림읍,"33.4182,126.29202",33.4182,126.29202,제주특별자치도 제주시 한림읍 귀덕리 2147-4,제주특별자치도 제주시 한림읍 한수풀로 295-1
제주시,한림읍,"33.41893,126.29618",33.418929999999996,126.29618,제주특별자치도 제주시 한림읍 귀덕리 2074-5,제주특별자치도 제주시 한림읍 한수풀로 337
제주시,한림읍,"33.41901,126.2962",33.41901,126.2962,제주특별자치도 제주시 한림읍 귀덕리 2074-8,제주특별자치도 제주시 한림읍 한수풀로 337
제주시,한림읍,"33.418420000000005,126.30234",33.418420000000005,126.30233999999999,제주특별자치도 제주시 한림읍 귀덕리 56,제주특별자치도 제주시 한림읍 중산간서로 5133
제주시,애월읍,"33.4189,126.31245",33.4189,126.31245,제주특별자치도 제주시 애월읍 봉성리 4123-7,제주특별자치도 제주시 애월읍 봉성로 67
제주시,애월읍,"33.42479,126.31553999999998",33.42479,126.31553999999998,제주특별자치도 제주시 애월읍 봉성리 3408-2,제주특별자치도 제주시 애월읍 봉성북1길 2
제주시,애월읍,"33.43705,126.32758",33.43705,126.32758000000001,제주특별자치도 제주시 애월읍 납읍리 2787,제주특별자치도 제주시 애월읍 중산간서로 5485
제주시,애월읍,"33.43891,126.32895",33.43891,126.32895,제주특별자치도 제주시 애월읍 납읍리 2787,제주특별자치도 제주시 애월읍 중산간서로 5507
제주시,애월읍,"33.4523,126.3442",33.4523,126.3442,제주특별자치도 제주시 애월읍 하가리 1591-5,제주특별자치도 제주시 애월읍 하가로 219
제주시,애월읍,"33.45333,126.35082",33.45333,126.35082,제주특별자치도 제주시 애월읍 하가리 850-6,제주특별자치도 제주시 애월읍 중산간서로 5796
제주시,애월읍,"33.45206,126.36886",33.452059999999996,126.36886000000001,제주특별자치도 제주시 애월읍 신엄리 1951-1,제주특별자치도 제주시 애월읍 신용로 220
제주시,애월읍,"33.45263,126.37842",33.45263,126.37841999999999,제주특별자치도 제주시 애월읍 장전리 1382-1,제주특별자치도 제주시 애월읍 장전로 2
제주시,애월읍,"33.4523,126.38545",33.4523,126.38545,제주특별자치도 제주시 애월읍 장전리 1797,제주특별자치도 제주시 애월읍 장전로 63
제주시,애월읍,"33.450540000000004,126.39052",33.450540000000004,126.39052,제주특별자치도 제주시 애월읍 장전리 381-5,제주특별자치도 제주시 애월읍 장전로 119
제주시,애월읍,"33.45264,126.39523",33.45264,126.39523,제주특별자치도 제주시 애월읍 장전리 240-10,제주특별자치도 제주시 애월읍 장전로 173
제주시,애월읍,"33.45653,126.40695",33.45653,126.40695,제주특별자치도 제주시 애월읍 상귀리 1577,제주특별자치도 제주시 애월읍 중산간서로 6322
제주시,애월읍,"33.456340000000004,126.40677",33.456340000000004,126.40677,제주특별자치도 제주시 애월읍 상귀리 1577,제주특별자치도 제주시 애월읍 중산간서로 6322
제주시,한림읍,"33.4109,126.25977",33.4109,126.25976999999999,제주특별자치도 제주시 한림읍 한림리 1473-6,제주특별자치도 제주시 한림읍 한림로 605
제주시,애월읍,"33.450990000000004,126.38821000000002",33.450990000000004,126.38821000000002,제주특별자치도 제주시 애월읍 장전리 362-5,제주특별자치도 제주시 애월읍 장전4길 2
제주시,애월읍,"33.45178,126.3415",33.45178,126.3415,제주특별자치도 제주시 애월읍 상가리 2131,제주특별자치도 제주시 애월읍 중산간서로 5701
제주시,애월읍,"33.45211,126.3466",33.45211,126.3466,제주특별자치도 제주시 애월읍 하가리 1585-1,제주특별자치도 제주시 애월읍 애상로 253
제주시,애월읍,"33.46001,126.4334",33.46001,126.4334,제주특별자치도 제주시 애월읍 광령리 2150-1,제주특별자치도 제주시 애월읍 광성로 249
제주시,애월읍,"33.44191,126.33082",33.44191,126.33081999999999,제주특별자치도 제주시 애월읍 납읍리 1781-1,제주특별자치도 제주시 애월읍 납읍동2길 6
제주시,애월읍,"33.45742,126.4107",33.45742,126.4107,제주특별자치도 제주시 애월읍 고성리 1304-19,제주특별자치도 제주시 애월읍 광성로 31
제주시,한림읍,"33.40892,126.26734",33.40892,126.26733999999999,제주특별자치도 제주시 한림읍 한림리 1582,제주특별자치도 제주시 한림읍 한림중앙로 71-6
제주시,한림읍,"33.40855,126.26223",33.40855,126.26223,제주특별자치도 제주시 한림읍 한림리 1546-2,제주특별자치도 제주시 한림읍 한림서길 58
제주시,연동,"33.49365,126.49318",33.49365,126.49318000000001,제주특별자치도 제주시 연동 305-3,제주특별자치도 제주시 연삼로 8
제주시,삼도일동,"33.50163,126.5197",33.50163,126.5197,제주특별자치도 제주시 삼도일동 533-6,제주특별자치도 제주시 서사로 122
제주시,용담이동,"33.507259999999995,126.50936000000002",33.507259999999995,126.50936000000002,제주특별자치도 제주시 용담이동 2681-47,제주특별자치도 제주시 용문로 142
제주시,용담이동,"33.50866,126.51023",33.50866,126.51023,제주특별자치도 제주시 용담이동 2679-18,제주특별자치도 제주시 용문로 160
제주시,용담일동,"33.51078,126.5157",33.51078,126.5157,제주특별자치도 제주시 용담일동 288-1,제주특별자치도 제주시 서문로 42
제주시,용담일동,"33.51203,126.51845",33.512029999999996,126.51845,제주특별자치도 제주시 용담일동 128,제주특별자치도 제주시 서문로 70-1
제주시,삼도일동,"33.50772,126.51982",33.50772,126.51982,제주특별자치도 제주시 삼도일동 1230,제주특별자치도 제주시 서사로 52
제주시,삼도일동,"33.50553,126.51976",33.50553,126.51976,제주특별자치도 제주시 삼도일동 787-25,제주특별자치도 제주시 서사로 78
제주시,용담일동,"33.51173,126.51932",33.51173,126.51932,제주특별자치도 제주시 용담일동 152-1,제주특별자치도 제주시 서사로 6-1
제주시,애월읍,"33.45843,126.41561000000002",33.45843,126.41561000000002,제주특별자치도 제주시 애월읍 고성리 445-8,제주특별자치도 제주시 애월읍 광성로 76
제주시,애월읍,"33.45875,126.42445",33.45875,126.42445,제주특별자치도 제주시 애월읍 광령리 3944-1,제주특별자치도 제주시 애월읍 광성로 164
제주시,애월읍,"33.46053,126.43615",33.46053,126.43615,제주특별자치도 제주시 애월읍 광령리 4227,제주특별자치도 제주시 애월읍 광성로 272
제주시,애월읍,"33.46088,126.43989",33.460879999999996,126.43988999999999,제주특별자치도 제주시 애월읍 광령리 1276-1,제주특별자치도 제주시 애월읍 광성로 304
제주시,애월읍,"33.460679999999996,126.44484",33.46068,126.44483999999999,제주특별자치도 제주시 애월읍 광령리 29-4,제주특별자치도 제주시 애월읍 중산간서로 6708
제주시,용담이동,"33.50461,126.49647",33.50461,126.49647,제주특별자치도 제주시 용담이동 1588-4,제주특별자치도 제주시 공항로 5
제주시,용담이동,"33.50419,126.50338",33.50419,126.50338,제주특별자치도 제주시 용담이동 750-12,제주특별자치도 제주시 용문로 70
제주시,애월읍,"33.435179999999995,126.32503",33.435179999999995,126.32503,제주특별자치도 제주시 애월읍 납읍리 2384-6,제주특별자치도 제주시 애월읍 중산간서로 5448
제주시,애월읍,"33.42473,126.31562",33.42473,126.31562,제주특별자치도 제주시 애월읍 봉성리 3408-4,제주특별자치도 제주시 애월읍 중산간서로 5300
제주시,한림읍,"33.409240000000004,126.26605",33.409240000000004,126.26605,제주특별자치도 제주시 한림읍 동명리 1587-1,제주특별자치도 제주시 한림읍 한림중앙로 61-2
제주시,한림읍,"33.4187,126.26883",33.4187,126.26883000000001,제주특별자치도 제주시 한림읍 대림리 1853-3,제주특별자치도 제주시 한림읍 한수풀로 55
제주시,한림읍,"33.42218,126.27881",33.42218,126.27881000000001,제주특별자치도 제주시 한림읍 대림리 1413-4,제주특별자치도 제주시 한림읍 한수풀로 160
제주시,한림읍,"33.422,126.28352",33.422,126.28352,제주특별자치도 제주시 한림읍 대림리 752-9,제주특별자치도 제주시 한림읍 대림로 55-1
제주시,애월읍,"33.41721,126.31072",33.41721,126.31071999999999,제주특별자치도 제주시 애월읍 봉성리 4097-5,제주특별자치도 제주시 애월읍 봉성로 41
제주시,애월읍,"33.41922,126.31257",33.41922,126.31257,제주특별자치도 제주시 애월읍 봉성리 3820-8,제주특별자치도 제주시 애월읍 봉성로 72
제주시,애월읍,"33.439440000000005,126.32944",33.439440000000005,126.32943999999999,제주특별자치도 제주시 애월읍 납읍리 1757-2,제주특별자치도 제주시 애월읍 중산간서로 5515
제주시,애월읍,"33.45013,126.34097",33.45013,126.34097,제주특별자치도 제주시 애월읍 상가리 1749-4,제주특별자치도 제주시 애월읍 상가북2길 28
제주시,애월읍,"33.45174,126.34189",33.45174,126.34188999999999,제주특별자치도 제주시 애월읍 상가리 2131,제주특별자치도 제주시 애월읍 중산간서로 5701
제주시,애월읍,"33.452009999999994,126.34428",33.452009999999994,126.34428,제주특별자치도 제주시 애월읍 상가리 1805-4,제주특별자치도 제주시 애월읍 애상로 226
제주시,애월읍,"33.45208,126.34728",33.45208,126.34728,제주특별자치도 제주시 애월읍 상가리 2131,제주특별자치도 제주시 애월읍 애상로 253
제주시,애월읍,"33.45318,126.35085",33.453179999999996,126.35085,제주특별자치도 제주시 애월읍 하가리 1633,제주특별자치도 제주시 애월읍 중산간서로 5796
제주시,애월읍,"33.45172,126.36958",33.45172,126.36958,제주특별자치도 제주시 애월읍 신엄리 3208,제주특별자치도 제주시 애월읍 신용로 220
제주시,애월읍,"33.45088,126.38845",33.45088,126.38845,제주특별자치도 제주시 애월읍 장전리 1797,제주특별자치도 제주시 애월읍 장전로 101
제주시,애월읍,"33.45254,126.39532",33.45254,126.39532,제주특별자치도 제주시 애월읍 장전리 1793,제주특별자치도 제주시 애월읍 장유길 2
제주시,한림읍,"33.41033,126.25965",33.41033,126.25965,제주특별자치도 제주시 한림읍 한림리 1582,제주특별자치도 제주시 한림읍 한림로 604
제주시,한림읍,"33.41275,126.26118",33.41275,126.26118000000001,제주특별자치도 제주시 한림읍 한림리 1582,제주특별자치도 제주시 한림읍 한림로 632
제주시,한림읍,"33.41711,126.26491",33.41711,126.26491000000001,제주특별자치도 제주시 한림읍 대림리 1818-4,제주특별자치도 제주시 한림읍 한림로 699
제주시,애월읍,"33.43673,126.32738",33.43673,126.32738,제주특별자치도 제주시 애월읍 납읍리 2422-6,제주특별자치도 제주시 애월읍 중산간서로 5480-3
제주시,애월읍,"33.4599,126.4336",33.4599,126.4336,제주특별자치도 제주시 애월읍 광령리 2150-9,제주특별자치도 제주시 애월읍 광성로 249
제주시,한림읍,"33.417790000000004,126.26528",33.417790000000004,126.26528,제주특별자치도 제주시 한림읍 한림리 1309-3,제주특별자치도 제주시 한림읍 한수풀로 19
제주시,애월읍,"33.45897,126.42696",33.45897,126.42696000000001,제주특별자치도 제주시 애월읍 광령리 3374-4,제주특별자치도 제주시 애월읍 광성로 185
제주시,한림읍,"33.40898,126.26721",33.40898,126.26721,제주특별자치도 제주시 한림읍 한림리 915-1,제주특별자치도 제주시 한림읍 한림중앙로 61-10
제주시,한림읍,"33.40872,126.26223",33.40872,126.26223,제주특별자치도 제주시 한림읍 한림리 1548-2,제주특별자치도 제주시 한림읍 한림서길 57
제주시,애월읍,"33.48655,126.41353",33.48655,126.41353000000001,제주특별자치도 제주시 애월읍 하귀1리 477-1,제주특별자치도 제주시 애월읍 하귀11길 3-29
제주시,애월읍,"33.4561,126.3484",33.4561,126.3484,제주특별자치도 제주시 애월읍 하가리 1376-2,제주특별자치도 제주시 애월읍 하가로 161
제주시,이호2동,"33.49527,126.45618",33.49527,126.45618,제주특별자치도 제주시 이호2동 1587-4,제주특별자치도 제주시 일주서로 7578
제주시,이호2동,"33.49488,126.46137",33.49488,126.46137,제주특별자치도 제주시 이호2동 803-5,제주특별자치도 제주시 일주서로 7625
제주시,내도동,"33.49393,126.43848",33.49393,126.43848,제주특별자치도 제주시 내도동 580-8,제주특별자치도 제주시 내도3길 3-8
